8.417543E-03	  5.1508E+04
8.543178E-03	  4.4488E+04
1.069000E-02	  7.2129E+03
1.142761E-02	  5.5337E+03
1.221612E-02	  4.7007E+03
1.305903E-02	  4.3372E+03
1.396010E-02	  4.2739E+03
1.492335E-02	  4.4321E+03
1.595306E-02	  4.7761E+03
1.705382E-02	  5.2901E+03
1.823053E-02	  5.9674E+03
1.948844E-02	  6.8018E+03
2.083314E-02	  7.7827E+03
2.227063E-02	  8.8919E+03
2.380730E-02	  1.0100E+04
2.545001E-02	  1.1365E+04
2.720606E-02	  1.2638E+04
2.908327E-02	  1.3859E+04
3.109002E-02	  1.4968E+04
3.323523E-02	  1.5908E+04
3.552846E-02	  1.6602E+04
3.797993E-02	  1.6987E+04
4.060054E-02	  1.7065E+04
4.340198E-02	  1.6863E+04
4.639671E-02	  1.6421E+04
4.959809E-02	  1.5770E+04
5.302035E-02	  1.4922E+04
5.667876E-02	  1.3956E+04
6.058959E-02	  1.2920E+04
6.477028E-02	  1.1856E+04
6.923942E-02	  1.0798E+04
7.163800E-02	  1.0271E+04
7.273450E-02	  1.0039E+04
7.302690E-02	  9.9781E+03
7.346550E-02	  2.2463E+05
7.401695E-02	  2.2789E+05
7.456200E-02	  2.3115E+05
7.912411E-02	  2.5949E+05
8.458368E-02	  2.9204E+05
9.041995E-02	  3.1502E+05
9.665893E-02	  3.2698E+05
1.033284E-01	  3.2828E+05
1.104581E-01	  3.2030E+05
1.153460E-01	  3.1106E+05
1.171115E-01	  3.0718E+05
1.175823E-01	  3.0610E+05
1.180797E-01	  3.3523E+05
1.182885E-01	  3.3474E+05
1.200540E-01	  3.3043E+05
1.262272E-01	  3.1427E+05
1.349368E-01	  2.8999E+05
1.442475E-01	  2.6392E+05
1.542005E-01	  2.3740E+05
1.648404E-01	  2.1147E+05
1.762144E-01	  1.8686E+05
1.883732E-01	  1.6403E+05
2.013709E-01	  1.4320E+05
2.152655E-01	  1.2446E+05
2.301188E-01	  1.0778E+05
2.459970E-01	  9.3041E+04
2.629708E-01	  8.0109E+04
2.811158E-01	  6.8823E+04
3.005128E-01	  5.9012E+04
3.212482E-01	  5.0493E+04
3.434143E-01	  4.3124E+04
3.671099E-01	  3.6769E+04
3.924405E-01	  3.1305E+04
4.195189E-01	  2.6617E+04
4.484657E-01	  2.2603E+04
4.794098E-01	  1.9173E+04
5.124891E-01	  1.6245E+04
5.478508E-01	  1.3749E+04
5.856525E-01	  1.1625E+04
6.260625E-01	  9.8205E+03
6.692609E-01	  8.2900E+03
7.154399E-01	  6.9944E+03
7.648052E-01	  5.8985E+03
8.175768E-01	  4.9730E+03
8.739896E-01	  4.1918E+03
9.342948E-01	  3.5333E+03
9.987612E-01	  2.9791E+03
1.067676E+00	  2.4809E+03
1.141345E+00	  2.0675E+03
1.220098E+00	  1.7247E+03
1.304285E+00	  1.4402E+03
1.394281E+00	  1.2022E+03
1.490486E+00	  1.0005E+03
1.528408E+00	  9.3396E+02
1.551802E+00	  8.9600E+02
1.558040E+00	  8.8625E+02
1.567398E+00	  1.0879E+04
1.590792E+00	  1.0661E+04
1.593329E+00	  1.0637E+04
1.703269E+00	  9.3911E+03
1.820795E+00	  7.9287E+03
1.946430E+00	  6.5941E+03
2.080733E+00	  5.4838E+03
2.224304E+00	  4.5961E+03
2.377781E+00	  3.8582E+03
2.541848E+00	  3.2426E+03
2.717235E+00	  2.7248E+03
2.904724E+00	  2.2882E+03
3.105150E+00	  1.9146E+03
3.319406E+00	  1.5873E+03
3.548445E+00	  1.3154E+03
3.793288E+00	  1.0902E+03
4.055024E+00	  9.0368E+02
4.334821E+00	  7.4915E+02
4.633924E+00	  6.2112E+02
4.953664E+00	  5.1506E+02
5.295467E+00	  4.2715E+02
5.660855E+00	  3.5430E+02
6.051453E+00	  2.9393E+02
6.469004E+00	  2.4389E+02
6.915365E+00	  2.0189E+02
7.392525E+00	  1.6634E+02
7.902609E+00	  1.3709E+02
8.447890E+00	  1.1303E+02
9.030794E+00	  9.3043E+01
9.653919E+00	  7.6127E+01
1.032004E+01	  6.2317E+01
1.103212E+01	  5.1040E+01
1.179334E+01	  4.1831E+01
1.260708E+01	  3.4307E+01
1.347697E+01	  2.8164E+01
1.440688E+01	  2.3141E+01
1.540095E+01	  1.9036E+01
1.646362E+01	  1.5679E+01
1.759961E+01	  1.2934E+01
1.881398E+01	  1.0688E+01
2.011215E+01	  8.8504E+00
2.149988E+01	  7.3452E+00
2.298338E+01	  6.1126E+00
2.456923E+01	  5.1024E+00
2.626450E+01	  4.2742E+00
2.807676E+01	  3.5821E+00
3.001405E+01	  3.0131E+00
3.208502E+01	  2.5482E+00
3.429889E+01	  2.1654E+00
3.666551E+01	  1.8501E+00
3.919543E+01	  1.5927E+00
4.189992E+01	  1.3823E+00
4.479101E+01	  1.2101E+00
4.788159E+01	  1.0688E+00
5.118542E+01	  9.5261E-01
5.471721E+01	  8.5680E-01
5.849270E+01	  7.7760E-01
6.252870E+01	  7.1186E-01
6.684318E+01	  6.5706E-01
7.145536E+01	  6.1118E-01
7.638578E+01	  5.7252E-01
