1.067676E+00	  3.9021E+03
1.141345E+00	  3.2334E+03
1.220098E+00	  2.6602E+03
1.304285E+00	  2.1888E+03
1.394281E+00	  1.8009E+03
1.490486E+00	  1.4819E+03
1.593329E+00	  1.2194E+03
1.703269E+00	  1.0034E+03
1.820795E+00	  8.2578E+02
1.946430E+00	  6.7963E+02
2.080733E+00	  5.5940E+02
2.224304E+00	  4.6045E+02
2.377781E+00	  3.7907E+02
2.541848E+00	  3.1208E+02
2.717235E+00	  2.5698E+02
2.904724E+00	  2.1164E+02
3.105150E+00	  1.7343E+02
3.319406E+00	  1.4147E+02
3.548445E+00	  1.1543E+02
3.793288E+00	  9.4210E+01
4.055024E+00	  7.6919E+01
4.334821E+00	  6.2826E+01
4.633924E+00	  5.1340E+01
4.953664E+00	  4.1977E+01
5.295467E+00	  3.4345E+01
5.660855E+00	  2.7988E+01
6.051453E+00	  2.2817E+01
6.469004E+00	  1.8623E+01
6.915365E+00	  1.5221E+01
7.392525E+00	  1.2459E+01
7.902609E+00	  1.0218E+01
8.447890E+00	  8.3984E+00
9.030794E+00	  6.9120E+00
9.653919E+00	  5.6821E+00
1.032004E+01	  4.6886E+00
1.103212E+01	  3.8858E+00
1.179334E+01	  3.2363E+00
1.260708E+01	  2.7109E+00
1.347697E+01	  2.2853E+00
1.440688E+01	  1.9405E+00
1.540095E+01	  1.6608E+00
1.646362E+01	  1.4336E+00
1.759961E+01	  1.2489E+00
1.881398E+01	  1.0986E+00
2.011215E+01	  9.7589E-01
2.149988E+01	  8.7564E-01
2.298338E+01	  7.9346E-01
2.456923E+01	  7.2591E-01
2.626450E+01	  6.7018E-01
2.807676E+01	  6.2353E-01
3.001405E+01	  5.8468E-01
3.208502E+01	  5.5223E-01
3.429889E+01	  5.2498E-01
3.666551E+01	  5.0186E-01
3.919543E+01	  4.8206E-01
4.189992E+01	  4.6495E-01
4.479101E+01	  4.4997E-01
4.788159E+01	  4.3674E-01
5.118542E+01	  4.2486E-01
5.471721E+01	  4.1408E-01
5.849270E+01	  4.0416E-01
6.252870E+01	  3.9491E-01
6.684318E+01	  3.8626E-01
7.145536E+01	  3.7801E-01
7.638578E+01	  3.7010E-01
8.165640E+01	  3.6248E-01
8.729069E+01	  3.5507E-01
9.331374E+01	  3.4781E-01
9.975239E+01	  3.4072E-01
1.066353E+02	  3.3371E-01
1.139931E+02	  3.2680E-01
1.218587E+02	  3.1997E-01
1.302669E+02	  3.1321E-01
1.392553E+02	  3.0650E-01
1.488640E+02	  2.9986E-01
1.591356E+02	  2.9330E-01
