0.5 0
1.5 0
2.5 0
3.5 0
4.5 0
5.5 0
6.5 0
7.5 0
8.5 0
9.5 0
10.5 0
11.5 0.0431892
12.5 1.06978
13.5 11.5373
14.5 69.5644
15.5 276.911
16.5 813.688
17.5 1908.81
18.5 3778.61
19.5 6566.65
20.5 10315.6
21.5 14965.4
22.5 20375.6
23.5 26359.3
24.5 32713.4
25.5 39230.8
26.5 45691.1
27.5 51897.3
28.5 57695
29.5 62972
30.5 67654.1
31.5 71711.1
32.5 75136.3
33.5 77951.4
34.5 80192.4
35.5 81904
36.5 83131.7
37.5 83921.1
38.5 84322.2
39.5 84380
40.5 84141.3
41.5 83646.4
42.5 82935
43.5 82040.8
44.5 80995.4
45.5 79826
46.5 78556
47.5 77204.7
48.5 75789.2
49.5 74325.1
50.5 72824.7
51.5 71299.7
52.5 69759.5
53.5 68212.3
54.5 66664.7
55.5 65123
56.5 63592.8
57.5 129571
58.5 164332
59.5 257785
60.5 69159.5
61.5 71448.3
62.5 54865.6
63.5 53507.3
64.5 52179.1
65.5 50881.3
66.5 74318.3
67.5 106241
68.5 58262.5
69.5 64870
70.5 32965.2
71.5 33282.5
72.5 31607.5
73.5 31174.3
74.5 30727.7
75.5 30269
76.5 29799.6
77.5 29320.4
78.5 28832.8
79.5 28337.9
80.5 27836.6
81.5 27330
82.5 26819
83.5 26304.6
84.5 25787.5
85.5 25268.6
86.5 24748.6
87.5 24228.2
88.5 23708.1
89.5 23188.8
90.5 22671.1
91.5 22155.3
92.5 21642
93.5 21131.6
94.5 20624.6
95.5 20121.2
96.5 19622.1
97.5 19127.2
98.5 18637
99.5 18151.8
100.5 17671.8
101.5 17197
102.5 16727.9
103.5 16264.4
104.5 15806.7
105.5 15355.1
106.5 14909.3
107.5 14469.6
108.5 14036.1
109.5 13608.8
110.5 13187.5
111.5 12772.4
112.5 12363.4
113.5 11960.5
114.5 11563.7
115.5 11172.7
116.5 10787.6
117.5 10408.3
118.5 10034.6
119.5 9666.44
120.5 9303.67
121.5 8946.12
122.5 8593.64
123.5 8246.07
124.5 7903.23
125.5 7564.92
126.5 7230.93
127.5 6901.04
128.5 6575.02
129.5 6252.71
130.5 5933.85
131.5 5618.17
132.5 5305.4
133.5 4995.29
134.5 4687.59
135.5 4382.02
136.5 4078.31
137.5 3776.14
138.5 3475.22
139.5 3175.25
140.5 2875.91
141.5 2576.88
142.5 2277.84
143.5 1978.45
144.5 1678.38
145.5 1377.28
146.5 1074.8
147.5 770.572
148.5 464.245
149.5 155.445
150.5 0
